ID,Host_ID,Regiao,Bairro,Latitude,Longitude,Tipo_do_local,Preco,Minimo_de_noites,Num_de_reviews,Num_de_anuncios_do_host,Disp_anual
22251910,83091890,Brooklyn,Williamsburg,40.71815,-73.94189,Entire home/apt,190,2,46,1,239
22256926,15640230,Brooklyn,Crown Heights,40.66452,-73.9337,Private room,33,30,1,4,354
22258159,134293540,Queens,Ridgewood,40.70117,-73.90666,Shared room,33,30,1,4,7
22258326,42304005,Manhattan,Theater District,40.75957,-73.98798,Entire home/apt,151,2,18,1,72
22258432,146345538,Brooklyn,Bushwick,40.69329,-73.91328,Shared room,15,30,3,5,344
22258450,5680111,Brooklyn,Bushwick,40.68608,-73.91534,Private room,72,5,23,7,112
22259132,162456824,Brooklyn,Cobble Hill,40.68675,-73.9995,Entire home/apt,145,1,67,2,146
22260561,136455880,Bronx,Fordham,40.86674,-73.89284,Private room,30,2,2,2,90
22260983,9293730,Manhattan,Upper West Side,40.79638,-73.96332,Entire home/apt,125,30,1,16,284
22261208,405986,Queens,Rego Park,40.73269,-73.8584,Entire home/apt,81,4,6,1,6
22262408,108774275,Manhattan,East Village,40.72712,-73.98233,Entire home/apt,115,2,14,1,3
22262419,13773574,Manhattan,Midtown,40.76518,-73.98287,Entire home/apt,225,30,0,12,343
22262982,21577034,Manhattan,Hell's Kitchen,40.7638,-73.9944,Private room,65,1,28,2,107
22263267,161514654,Manhattan,East Harlem,40.79598,-73.94838,Entire home/apt,135,2,56,1,66
22263855,6145729,Manhattan,SoHo,40.72605,-74.00572,Entire home/apt,3000,7,1,1,325
22263904,46842591,Manhattan,Financial District,40.70333,-74.00959,Entire home/apt,240,10,10,2,216
22265411,162280872,Manhattan,Upper East Side,40.77383,-73.94903,Entire home/apt,150,60,5,13,155
22265765,162280872,Manhattan,Upper East Side,40.77466,-73.94748,Entire home/apt,150,30,5,13,140
22266183,6866356,Manhattan,Washington Heights,40.85521,-73.93528,Private room,50,4,21,1,34
22266234,91167002,Manhattan,Hell's Kitchen,40.76405,-73.98877,Entire home/apt,329,7,1,3,89
22266286,44213272,Queens,Ditmars Steinway,40.77216,-73.91252,Private room,138,30,0,5,234
22266875,158461160,Brooklyn,Bedford-Stuyvesant,40.67933,-73.94472,Entire home/apt,63,30,4,6,281
22267217,105061915,Manhattan,East Harlem,40.80279,-73.9445,Private room,43,1,13,2,6
22267906,24875845,Manhattan,Harlem,40.82592,-73.93911,Private room,85,2,15,1,75
22268101,4243073,Manhattan,Greenwich Village,40.72847,-74.00068,Entire home/apt,149,14,8,1,38
22268166,154834587,Manhattan,East Harlem,40.79428,-73.94433,Private room,69,1,145,1,4
22270195,162745077,Queens,Long Island City,40.75447,-73.92887,Private room,150,2,17,2,72
22274854,162781363,Manhattan,East Village,40.72486,-73.98241,Entire home/apt,140,30,4,1,190
22274932,6924461,Queens,Ridgewood,40.71261,-73.91429,Private room,80,2,39,1,68
22276159,12258594,Staten Island,St. George,40.64497,-74.08456,Private room,75,2,10,2,207
22276602,128560208,Brooklyn,Williamsburg,40.70429,-73.936,Private room,150,5,3,1,179
22278941,116236385,Manhattan,Upper East Side,40.78068,-73.94963,Private room,200,2,43,1,8
22279040,21410914,Manhattan,Morningside Heights,40.81245,-73.95813,Private room,200,3,30,6,1
22280002,67373899,Brooklyn,Bedford-Stuyvesant,40.68206,-73.94417,Entire home/apt,100,1,25,1,108
22280822,7475578,Manhattan,Little Italy,40.71909,-73.99731,Private room,70,5,3,2,42
22281854,80601038,Queens,Forest Hills,40.72761,-73.84109,Private room,83,1,25,2,361
22281888,162836752,Brooklyn,East New York,40.67077,-73.87564,Entire home/apt,169,2,23,1,196
22281921,34954588,Queens,Elmhurst,40.74059,-73.86866,Private room,50,2,2,1,365
22282419,80824522,Brooklyn,Bushwick,40.70208,-73.93259,Private room,55,1,19,2,74
22282513,112901574,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93262,Private room,65,2,23,4,319
22282585,107296819,Manhattan,East Harlem,40.79576,-73.93735,Entire home/apt,110,1,69,3,9
22289185,24715671,Manhattan,Midtown,40.74197,-73.98328,Entire home/apt,199,30,1,4,177
22290340,58380725,Brooklyn,Flatbush,40.65099,-73.95596,Entire home/apt,95,2,90,1,73
22290967,75216989,Queens,Flushing,40.76475,-73.83,Private room,79,2,14,4,320
22291736,37172480,Manhattan,Hell's Kitchen,40.76565,-73.98708,Entire home/apt,225,1,41,1,11
22291811,162923870,Brooklyn,Williamsburg,40.71967,-73.9643,Entire home/apt,149,9,13,1,29
22292535,13262918,Brooklyn,Williamsburg,40.71153,-73.95743,Private room,85,1,13,3,11
22292617,4520714,Manhattan,Harlem,40.81529,-73.94367,Entire home/apt,130,1,77,1,21
22292865,132130978,Brooklyn,Bedford-Stuyvesant,40.68644,-73.93967,Entire home/apt,150,1,50,1,335
22294028,12531773,Manhattan,Harlem,40.82258,-73.95368,Private room,80,4,68,2,102
22294283,113805886,Manhattan,Upper East Side,40.7771,-73.9502,Entire home/apt,245,31,4,33,342
22294357,113805886,Manhattan,Upper East Side,40.77746,-73.95043,Entire home/apt,135,31,2,33,338
22294649,6997016,Brooklyn,Park Slope,40.6718,-73.98251,Private room,190,2,57,1,354
22295038,58237901,Brooklyn,Brownsville,40.66116,-73.90305,Entire home/apt,100,4,29,1,281
22295848,1626430,Queens,Ditmars Steinway,40.77714,-73.91071,Entire home/apt,120,2,81,1,27
22295960,3750764,Manhattan,Chelsea,40.75081,-74.00396,Private room,2010,1,0,6,364
22296097,3750764,Manhattan,Chelsea,40.74913,-74.00373,Private room,3210,1,0,6,364
22296197,3750764,Manhattan,Chelsea,40.74888,-74.00481,Entire home/apt,4160,1,0,6,364
22301670,162456824,Brooklyn,Cobble Hill,40.68696,-73.99955,Entire home/apt,125,1,68,2,142
22302452,1371055,Brooklyn,Prospect Heights,40.67764,-73.96632,Private room,70,5,18,1,8
22302785,157757066,Manhattan,Upper East Side,40.76683,-73.96867,Entire home/apt,1046,1,10,1,365
22303888,310296,Brooklyn,Prospect-Lefferts Gardens,40.66255,-73.94676,Entire home/apt,65,1,57,2,53
22303956,44682387,Brooklyn,Greenpoint,40.72857,-73.95688,Private room,195,2,72,2,165
22304458,2435822,Brooklyn,Williamsburg,40.70781,-73.94479,Entire home/apt,225,2,57,1,59
22304644,163046191,Brooklyn,Fort Greene,40.68522,-73.97115,Private room,57,28,2,2,77
22305797,65339610,Bronx,Norwood,40.87504,-73.88476,Private room,200,3,0,1,83
22305896,530553,Brooklyn,Bedford-Stuyvesant,40.68156,-73.92036,Entire home/apt,149,2,70,1,309
22307800,163077876,Brooklyn,Gravesend,40.58486,-73.99004,Entire home/apt,59,2,42,1,35
22309568,162546695,Queens,Rego Park,40.72946,-73.86277,Private room,100,1,0,1,83
22309616,160159744,Manhattan,East Village,40.72299,-73.97809,Shared room,42,2,37,1,1
22309710,163098446,Queens,East Elmhurst,40.76314,-73.88619,Entire home/apt,125,1,77,1,348
22309943,163087464,Brooklyn,Bedford-Stuyvesant,40.69131,-73.95666,Private room,59,4,53,1,39
22310190,163103487,Manhattan,East Village,40.72515,-73.98422,Entire home/apt,199,7,13,1,349
22312190,52602009,Manhattan,Chelsea,40.75071,-74.00247,Private room,84,2,119,1,20
22321716,163189326,Queens,Jackson Heights,40.75439,-73.89532,Entire home/apt,105,1,64,1,314
22322326,21577034,Manhattan,Hell's Kitchen,40.76384,-73.99309,Private room,65,1,4,2,153
22323325,30466311,Brooklyn,Williamsburg,40.71787,-73.9587,Entire home/apt,125,3,17,1,14
22324649,33714151,Brooklyn,Bushwick,40.69348,-73.92497,Private room,100,2,0,1,89
22324705,163210909,Manhattan,Gramercy,40.73509,-73.98637,Entire home/apt,249,3,8,1,175
22325426,163217478,Queens,East Elmhurst,40.75966,-73.88295,Private room,45,1,140,2,81
22325453,153660271,Manhattan,Harlem,40.8041,-73.95252,Private room,150,1,28,1,68
22327622,25188010,Brooklyn,Bedford-Stuyvesant,40.68556,-73.95417,Private room,55,3,15,1,66
22327744,79298323,Queens,Maspeth,40.73449,-73.89227,Private room,45,5,12,3,320
22328089,156259857,Brooklyn,Bushwick,40.68116,-73.90502,Private room,49,1,26,3,115
22328689,12788163,Brooklyn,Greenpoint,40.72264,-73.9437,Private room,95,3,2,1,23
22329791,145844983,Manhattan,Hell's Kitchen,40.76258,-73.9887,Entire home/apt,180,4,48,1,61
22336218,108150300,Brooklyn,Greenpoint,40.7257,-73.95553,Private room,100,1,5,2,163
22336299,134948140,Brooklyn,Cobble Hill,40.68669,-73.99909,Entire home/apt,112,1,62,1,151
22338292,5795423,Queens,Sunnyside,40.74632,-73.91299,Entire home/apt,80,1,3,1,1
22338296,16026189,Manhattan,Upper East Side,40.77604,-73.951,Entire home/apt,200,2,8,2,3
22338304,160726948,Manhattan,Kips Bay,40.74404,-73.97887,Entire home/apt,100,30,6,2,271
22338850,154258141,Brooklyn,Bushwick,40.68731,-73.91669,Private room,45,3,10,10,322
22339218,154258141,Brooklyn,Bushwick,40.68683,-73.91692,Private room,60,2,41,10,362
22339390,162436632,Manhattan,East Village,40.7226,-73.97591,Private room,65,7,9,1,144
22339430,154258141,Brooklyn,Bushwick,40.68804,-73.91493,Private room,75,2,46,10,360
22339572,154258141,Brooklyn,Bushwick,40.68822,-73.91639,Private room,64,2,46,10,352
22339698,163329653,Brooklyn,East Flatbush,40.65145,-73.94553,Entire home/apt,120,2,83,1,346
22339757,154258141,Brooklyn,Bushwick,40.68666,-73.91466,Private room,67,2,27,10,359
22340093,162280872,Manhattan,Upper East Side,40.774,-73.94932,Entire home/apt,150,30,3,13,147
22340384,18049970,Brooklyn,Brownsville,40.65948,-73.90084,Entire home/apt,175,3,56,2,288
22340808,16830841,Manhattan,Midtown,40.76548,-73.98035,Entire home/apt,365,1,13,5,65
22340915,8676157,Brooklyn,Williamsburg,40.71638,-73.93988,Entire home/apt,325,30,0,1,179
22341035,162142087,Queens,Jamaica,40.68804,-73.80564,Private room,59,1,21,3,348
22341308,155109689,Brooklyn,Greenpoint,40.73322,-73.95177,Private room,121,1,8,2,91
22342382,44213272,Queens,Ditmars Steinway,40.77233,-73.91251,Private room,50,2,38,5,301
22342547,152371030,Queens,Springfield Gardens,40.66566,-73.76002,Entire home/apt,95,2,44,1,190
22343079,107953084,Brooklyn,Prospect-Lefferts Gardens,40.66316,-73.95326,Private room,75,2,61,3,265
22343658,2772294,Brooklyn,Williamsburg,40.71136,-73.94527,Private room,55,14,5,1,90
22343909,52586141,Brooklyn,Bedford-Stuyvesant,40.69454,-73.94895,Entire home/apt,110,4,40,1,50
22343961,122177964,Brooklyn,Williamsburg,40.70192,-73.94169,Entire home/apt,250,1,95,1,79
22344067,160468444,Brooklyn,Brighton Beach,40.57991,-73.95657,Private room,85,60,0,1,358
22344483,163376694,Brooklyn,Greenpoint,40.72288,-73.9514,Entire home/apt,125,21,24,1,264
22345271,163384875,Manhattan,Lower East Side,40.72002,-73.98893,Entire home/apt,185,2,92,1,120
22345676,2921109,Brooklyn,Bedford-Stuyvesant,40.69104,-73.92886,Entire home/apt,104,2,31,1,166
22346131,156187884,Queens,Astoria,40.75596,-73.92798,Entire home/apt,135,2,44,1,83
22346441,162142087,Queens,Jamaica,40.68695,-73.8045,Private room,79,1,61,3,151
22349506,134293540,Queens,Ridgewood,40.70615,-73.90367,Shared room,27,31,5,4,6
22350243,163421878,Queens,Woodside,40.74416,-73.91137,Private room,75,1,37,3,344
22352661,11742675,Brooklyn,Williamsburg,40.7078,-73.94619,Entire home/apt,135,1,24,2,36
22352928,1226742,Brooklyn,Clinton Hill,40.68245,-73.96321,Entire home/apt,200,1,39,2,362
22354307,163458740,Manhattan,SoHo,40.72547,-74.0021,Entire home/apt,190,1,94,1,187
22354598,120762452,Manhattan,Murray Hill,40.74979,-73.97551,Entire home/apt,111,30,1,50,317
22356843,382836,Manhattan,Hell's Kitchen,40.75858,-73.99227,Private room,140,4,24,4,355
22356845,7416563,Brooklyn,Downtown Brooklyn,40.68962,-73.98489,Entire home/apt,80,4,87,1,4
22357450,137822449,Brooklyn,Williamsburg,40.71845,-73.95533,Entire home/apt,179,2,13,1,35
22358421,163489115,Manhattan,Upper East Side,40.77795,-73.94653,Entire home/apt,110,3,30,1,265
22359767,158399244,Brooklyn,Bushwick,40.68853,-73.91765,Entire home/apt,250,1,103,4,69
22360132,50578169,Manhattan,Upper West Side,40.78242,-73.98381,Entire home/apt,400,3,32,1,69
22361100,30368670,Manhattan,Hell's Kitchen,40.76282,-73.99184,Entire home/apt,275,180,5,2,364
22361604,163516658,Brooklyn,East New York,40.656,-73.89719,Entire home/apt,80,1,139,1,77
22361893,163518918,Brooklyn,Williamsburg,40.70803,-73.94255,Entire home/apt,118,3,3,1,249
22362691,7335887,Queens,Glendale,40.70037,-73.89344,Entire home/apt,60,2,34,2,117
22363371,132341923,Queens,Jamaica,40.68922,-73.78684,Entire home/apt,57,1,91,2,57
22366842,10994664,Brooklyn,Bushwick,40.69208,-73.90452,Shared room,29,30,1,8,334
22370132,163574555,Manhattan,Harlem,40.81245,-73.95131,Private room,120,1,69,1,277
22370339,163576102,Brooklyn,Flatbush,40.63547,-73.9632,Entire home/apt,64,30,2,1,268
22370388,107434423,Manhattan,Financial District,40.70637,-74.00941,Entire home/apt,271,30,1,232,310
22373128,163586662,Bronx,Norwood,40.87446,-73.87453,Private room,187,3,4,1,76
22373272,156935,Brooklyn,Crown Heights,40.66602,-73.94612,Entire home/apt,300,4,28,1,179
22374327,163602988,Manhattan,Hell's Kitchen,40.7661,-73.99447,Private room,100,3,22,1,13
22374799,163605956,Brooklyn,Flatlands,40.62906,-73.92938,Entire home/apt,117,1,24,1,328
22376064,5524607,Brooklyn,Bedford-Stuyvesant,40.68576,-73.91719,Entire home/apt,95,1,35,1,28
22376093,24273714,Brooklyn,Williamsburg,40.71339,-73.93896,Entire home/apt,160,2,34,3,272
22376903,163625251,Brooklyn,Sunset Park,40.64339,-74.02191,Entire home/apt,109,3,34,1,156
22376920,163626113,Manhattan,Midtown,40.75349,-73.96545,Private room,160,2,107,1,49
22376956,707534,Manhattan,Theater District,40.75462,-73.9864,Entire home/apt,330,2,9,1,5
22378688,24755691,Queens,Long Island City,40.75673,-73.93609,Private room,50,1,10,1,211
22381052,97127885,Queens,Ditmars Steinway,40.76826,-73.89391,Private room,36,1,5,2,250
22382863,66837596,Brooklyn,Williamsburg,40.71908,-73.96442,Private room,140,3,19,2,79
22384473,46473712,Manhattan,Midtown,40.75225,-73.97067,Private room,185,3,5,1,8
22384717,3076579,Manhattan,Inwood,40.86489,-73.92902,Private room,50,3,4,1,31
22384915,1512819,Brooklyn,Flatbush,40.65278,-73.95392,Private room,45,3,13,5,76
22385723,35089676,Brooklyn,Bushwick,40.69967,-73.92096,Private room,35,1,8,1,76
22386804,163715101,Manhattan,Hell's Kitchen,40.76402,-73.98909,Entire home/apt,110,2,67,1,67
22387260,161902034,Bronx,Concourse Village,40.83373,-73.91147,Entire home/apt,140,1,106,1,310
22387338,45485919,Brooklyn,Clinton Hill,40.68321,-73.96076,Entire home/apt,120,1,1,1,57
22387499,68554866,Brooklyn,Bushwick,40.68481,-73.90713,Entire home/apt,125,3,27,1,41
22389035,25944182,Queens,Sunnyside,40.73874,-73.92961,Private room,68,2,50,2,51
22389071,48205496,Manhattan,Hell's Kitchen,40.76825,-73.99107,Entire home/apt,199,3,12,2,17
22389258,5769367,Manhattan,Chelsea,40.74312,-73.99953,Entire home/apt,450,3,12,1,83
22389296,25944182,Queens,Sunnyside,40.7387,-73.9283,Private room,76,2,53,2,76
22390736,163749958,Manhattan,Kips Bay,40.74351,-73.97857,Shared room,39,1,4,3,324
22390755,4043468,Brooklyn,Bushwick,40.69523,-73.90871,Private room,48,2,28,1,3
22400254,82367658,Queens,Richmond Hill,40.68985,-73.82003,Private room,40,3,7,5,313
22400368,158568617,Bronx,Longwood,40.823,-73.90859,Entire home/apt,60,1,104,1,365
22400476,6787883,Brooklyn,Carroll Gardens,40.68105,-73.99267,Private room,53,1,20,4,151
22400510,6787883,Brooklyn,Carroll Gardens,40.68168,-73.99291,Private room,120,1,16,4,150
22400568,12898987,Queens,Ditmars Steinway,40.77537,-73.90279,Entire home/apt,150,3,49,1,324
22401048,6787883,Brooklyn,Carroll Gardens,40.68243,-73.99334,Private room,59,1,20,4,132
22401504,163855521,Brooklyn,East New York,40.6762,-73.87936,Entire home/apt,99,3,66,1,254
22403335,163877894,Brooklyn,Clinton Hill,40.68933,-73.96879,Entire home/apt,149,29,24,1,3
22404730,1417159,Manhattan,Harlem,40.8227,-73.94014,Private room,159,4,42,1,242
22406109,54656266,Manhattan,Harlem,40.81911,-73.93794,Entire home/apt,90,2,38,1,25
22406991,52711549,Queens,Flushing,40.75855,-73.82208,Private room,50,1,16,2,1
22408376,44213272,Queens,Ditmars Steinway,40.77611,-73.91481,Private room,37,1,14,5,310
22409383,3532263,Brooklyn,Gowanus,40.67023,-73.99235,Entire home/apt,349,2,19,4,363
22409448,9470468,Manhattan,Harlem,40.80815,-73.95399,Entire home/apt,120,3,20,1,55
22411635,11200970,Brooklyn,Williamsburg,40.71233,-73.94118,Private room,80,1,31,1,13
22417648,25064629,Manhattan,Two Bridges,40.71291,-73.99463,Private room,119,3,42,1,54
22419249,10556923,Brooklyn,Crown Heights,40.67719,-73.95471,Entire home/apt,110,4,15,1,13
22419704,3231509,Manhattan,Tribeca,40.72052,-74.00365,Entire home/apt,499,14,23,4,1
22419930,162745077,Queens,Long Island City,40.75469,-73.92822,Private room,99,1,23,2,93
22420010,3231509,Manhattan,Tribeca,40.71912,-74.0038,Entire home/apt,499,14,14,4,298
22420304,164164069,Staten Island,Westerleigh,40.61422,-74.13167,Private room,40,2,17,1,36
22421636,35518413,Queens,Ditmars Steinway,40.77692,-73.92385,Entire home/apt,130,1,93,2,279
22423659,44213272,Queens,Astoria,40.76903,-73.91895,Private room,60,1,26,5,173
22425516,164228532,Manhattan,East Village,40.73277,-73.98716,Private room,92,3,104,2,25
22431770,164291123,Manhattan,Flatiron District,40.74077,-73.98718,Private room,129,1,47,3,364
22432497,164303137,Brooklyn,Bedford-Stuyvesant,40.69455,-73.93445,Private room,34,4,35,2,5
22432585,3244298,Manhattan,East Harlem,40.79202,-73.93999,Private room,95,2,8,1,146
22433073,164308567,Brooklyn,Bushwick,40.70189,-73.91984,Private room,125,1,3,1,4
22433291,84716175,Manhattan,Harlem,40.8229,-73.93925,Private room,65,1,14,2,180
22434082,164318938,Manhattan,West Village,40.73248,-74.00053,Entire home/apt,225,1,29,1,14
22434380,147058441,Manhattan,Chinatown,40.71626,-73.99224,Private room,68,1,7,1,54
22435019,5076827,Manhattan,Harlem,40.80638,-73.94415,Entire home/apt,180,3,29,2,235
22436287,655450,Brooklyn,Clinton Hill,40.68299,-73.96258,Entire home/apt,108,29,5,1,98
22436581,110191144,Manhattan,Harlem,40.82375,-73.95379,Private room,68,2,28,2,53
22436770,114131821,Manhattan,Hell's Kitchen,40.76075,-73.99837,Entire home/apt,1500,30,0,1,87
22436899,72390391,Manhattan,Upper West Side,40.77213,-73.98665,Entire home/apt,10000,30,0,1,83
22440046,164391402,Manhattan,East Village,40.72167,-73.98066,Private room,125,1,3,1,365
22445969,61391963,Manhattan,Murray Hill,40.74934,-73.9781,Entire home/apt,150,30,2,91,251
22446479,128793815,Brooklyn,Williamsburg,40.72064,-73.96022,Private room,50,2,55,4,281
22446568,5458990,Manhattan,East Village,40.72454,-73.98749,Entire home/apt,199,7,21,1,10
22448088,686385,Manhattan,Upper East Side,40.77509,-73.95554,Private room,80,1,58,1,45
22448487,4823243,Brooklyn,Bedford-Stuyvesant,40.68317,-73.92777,Entire home/apt,139,2,9,1,57
22448627,164303137,Brooklyn,Bedford-Stuyvesant,40.69422,-73.93288,Private room,39,4,58,2,32
22449860,92835031,Brooklyn,Bedford-Stuyvesant,40.6832,-73.9529,Entire home/apt,225,3,50,1,71
22450143,119828457,Brooklyn,Bushwick,40.68868,-73.90655,Private room,55,3,55,4,329
22450373,15535829,Staten Island,West Brighton,40.63229,-74.11351,Entire home/apt,99,2,3,1,364
22451363,164509613,Manhattan,Morningside Heights,40.80414,-73.96498,Entire home/apt,145,1,23,1,3
22451798,4126686,Brooklyn,Bedford-Stuyvesant,40.68427,-73.93118,Entire home/apt,75,3,87,1,267
22452278,3695529,Brooklyn,Carroll Gardens,40.68384,-73.99431,Entire home/apt,150,2,61,2,85
22452728,117195769,Queens,Astoria,40.76401,-73.90921,Private room,70,1,92,3,357
22453527,145518739,Manhattan,Gramercy,40.73379,-73.98645,Private room,150,2,24,3,149
22454397,13677929,Manhattan,East Village,40.7232,-73.98152,Private room,78,30,8,1,219
22455153,26490904,Manhattan,Midtown,40.76151,-73.97635,Entire home/apt,220,30,2,4,280
22455181,77005581,Manhattan,East Village,40.73089,-73.98429,Private room,90,1,133,1,41
22455806,157935032,Queens,East Elmhurst,40.76193,-73.87521,Private room,40,1,1,1,37
22462752,158969505,Manhattan,Lower East Side,40.72145,-73.99257,Entire home/apt,240,30,3,9,199
22463757,31176801,Brooklyn,Bedford-Stuyvesant,40.68512,-73.95796,Entire home/apt,170,6,23,1,190
22463977,164650025,Brooklyn,Prospect Heights,40.67757,-73.97023,Private room,35,1,204,1,19
22464295,158969505,Manhattan,Lower East Side,40.72268,-73.99205,Entire home/apt,250,30,3,9,264
22465327,254846,Brooklyn,Bushwick,40.69023,-73.91621,Entire home/apt,399,3,19,4,272
22465657,158969505,Manhattan,Lower East Side,40.7224,-73.99268,Entire home/apt,220,30,2,9,298
22466002,158969505,Manhattan,Lower East Side,40.7215,-73.99183,Entire home/apt,170,30,0,9,200
22466315,158969505,Manhattan,Lower East Side,40.72147,-73.99181,Entire home/apt,170,30,4,9,281
22466537,27188995,Brooklyn,Bushwick,40.70071,-73.9158,Private room,90,1,1,1,280
22470443,163217478,Queens,East Elmhurst,40.75739,-73.88144,Private room,59,1,127,2,80
22471587,35920741,Brooklyn,Flatlands,40.61637,-73.92206,Private room,100,1,18,1,364
22472801,164750816,Queens,Howard Beach,40.66201,-73.84084,Entire home/apt,80,2,83,1,288
22477305,113805886,Manhattan,Upper East Side,40.77708,-73.95113,Entire home/apt,235,31,5,33,327
22477997,24020292,Brooklyn,Bushwick,40.70241,-73.91996,Private room,55,1,60,4,58
22478609,164806814,Manhattan,Midtown,40.75993,-73.96342,Entire home/apt,140,4,52,1,242
22479006,164814832,Brooklyn,Fort Greene,40.68853,-73.96943,Entire home/apt,260,3,42,1,46
22479963,4500818,Brooklyn,Bedford-Stuyvesant,40.68185,-73.92854,Private room,78,30,25,1,342
22480137,48088611,Manhattan,Midtown,40.74751,-73.98725,Entire home/apt,208,7,3,2,155
22480209,27741331,Brooklyn,East Flatbush,40.66313,-73.92684,Private room,32,30,0,2,322
22481246,92856787,Manhattan,Hell's Kitchen,40.76011,-73.99571,Entire home/apt,250,1,75,1,283
22482376,164847238,Manhattan,Lower East Side,40.7199,-73.99225,Private room,101,4,4,1,2
22483110,26156848,Brooklyn,South Slope,40.66514,-73.99017,Entire home/apt,100,1,68,1,5
22483574,130971031,Brooklyn,Bushwick,40.69977,-73.91983,Private room,79,3,22,4,125
22483585,17129810,Brooklyn,Columbia St,40.68274,-74.0046,Entire home/apt,190,4,42,5,299
22483942,130971031,Brooklyn,Bushwick,40.70093,-73.91864,Private room,69,2,22,4,139
22484006,26789852,Queens,Long Island City,40.75303,-73.93287,Private room,44,4,77,2,32
22485639,164886138,Manhattan,Upper East Side,40.76221,-73.96726,Entire home/apt,140,1,43,11,281
22485685,164886138,Manhattan,Upper East Side,40.76015,-73.96227,Entire home/apt,140,2,4,11,354
22486252,123953239,Brooklyn,Williamsburg,40.71247,-73.96443,Entire home/apt,400,2,8,2,327
22486540,1512819,Brooklyn,Flatbush,40.65275,-73.95457,Private room,50,10,8,5,153
22489609,44216307,Brooklyn,Sunset Park,40.64976,-74.00165,Private room,35,1,27,1,35
22489858,164886138,Manhattan,Upper East Side,40.76014,-73.96098,Entire home/apt,140,1,25,11,330
22491853,67859646,Manhattan,Morningside Heights,40.80737,-73.95732,Private room,75,2,39,1,24
22494825,25581222,Bronx,Mott Haven,40.80986,-73.9214,Entire home/apt,140,2,57,1,73
22495122,89245578,Manhattan,Inwood,40.86456,-73.92799,Entire home/apt,125,2,32,1,19
22495520,15740291,Manhattan,Midtown,40.75388,-73.96727,Entire home/apt,125,2,109,1,53
22496369,23719409,Manhattan,Harlem,40.82645,-73.94984,Private room,60,1,41,4,132
22499728,1355958,Manhattan,East Village,40.72472,-73.98881,Entire home/apt,100,2,0,2,22
22503055,80612882,Manhattan,Upper East Side,40.76396,-73.96365,Entire home/apt,350,3,1,1,5
22503477,158461160,Brooklyn,Bedford-Stuyvesant,40.68124,-73.9456,Entire home/apt,60,30,4,6,299
22503721,165109723,Queens,Queens Village,40.70383,-73.73416,Private room,120,3,0,1,83
22503885,2694297,Manhattan,Harlem,40.81685,-73.93711,Entire home/apt,95,3,3,1,78
22505049,138768335,Brooklyn,East Flatbush,40.65547,-73.92567,Private room,40,30,7,2,317
22510506,165003654,Bronx,Norwood,40.87396,-73.87785,Private room,26,30,24,1,303
22511108,128338539,Staten Island,Stapleton,40.6322,-74.07913,Entire home/apt,95,30,25,4,178
22513363,2818775,Brooklyn,Greenpoint,40.73304,-73.95125,Private room,75,1,16,1,280
22514364,7831209,Manhattan,East Harlem,40.80686,-73.93822,Private room,50,1,13,10,365
22514608,23834677,Manhattan,Harlem,40.82788,-73.94441,Entire home/apt,105,1,111,2,238
22515329,118182048,Manhattan,East Harlem,40.8141,-73.93602,Entire home/apt,100,1,8,1,12
22515792,40176101,Brooklyn,Bedford-Stuyvesant,40.69004,-73.92993,Private room,89,1,92,7,11
22516600,112901574,Brooklyn,Bedford-Stuyvesant,40.6905,-73.93312,Private room,50,1,14,4,306
22517063,122283834,Queens,Cambria Heights,40.69807,-73.74432,Private room,50,5,0,2,96
22518038,2203467,Brooklyn,Brooklyn Heights,40.69379,-73.99753,Entire home/apt,300,3,10,1,22
22518123,165307387,Queens,Jamaica Estates,40.71248,-73.78896,Entire home/apt,85,1,88,1,339
22522733,165360098,Brooklyn,Williamsburg,40.71868,-73.95917,Private room,80,3,1,1,84
22524272,5758215,Manhattan,SoHo,40.72293,-74.00361,Private room,350,3,0,1,173
22527937,10022878,Manhattan,Hell's Kitchen,40.76256,-73.98935,Private room,65,3,15,1,31
22529131,158969505,Manhattan,Lower East Side,40.7211,-73.99321,Entire home/apt,180,30,2,9,151
22529259,1533576,Brooklyn,Bedford-Stuyvesant,40.69336,-73.95171,Entire home/apt,111,6,2,1,43
22529877,156505456,Brooklyn,East New York,40.66254,-73.88896,Private room,35,3,18,13,79
22530070,99296570,Brooklyn,Brighton Beach,40.58195,-73.95789,Private room,30,1,70,5,193
22530764,165448425,Brooklyn,East Flatbush,40.65129,-73.94058,Private room,90,1,10,1,365
22531031,56757345,Brooklyn,East Flatbush,40.64857,-73.94407,Entire home/apt,89,2,43,1,10
22531696,27482728,Manhattan,Midtown,40.74317,-73.98605,Entire home/apt,255,2,69,1,149
22531866,357117,Brooklyn,Williamsburg,40.71914,-73.96237,Private room,44,6,4,1,5
22531898,87174871,Manhattan,Upper West Side,40.80253,-73.96315,Private room,30,1,6,1,9
22533156,28428851,Brooklyn,East Flatbush,40.65255,-73.9454,Private room,75,2,5,2,40
22535503,6298158,Brooklyn,Bedford-Stuyvesant,40.68098,-73.92706,Private room,72,1,12,1,358
22541685,22414216,Brooklyn,Bedford-Stuyvesant,40.6899,-73.93634,Private room,39,30,0,1,220
22542091,2339049,Brooklyn,Bushwick,40.6987,-73.93776,Private room,75,2,85,2,128
